City_ID,City,Country,Date,Temperature,Latitude,Longtude,Humidity,Wind speed,Cloudiness
374,Lesosibirsk,RU,1565234542,73.92,58.22,92.49,48,8.25,0
375,Cabedelo,BR,1565234542,69.8,-6.97,-34.84,94,4.7,20
376,Asyut,EG,1565234398,78.8,27.18,31.19,41,6.93,0
377,Alyangula,AU,1565234543,87.8,-13.85,136.42,35,9.17,0
378,Thinadhoo,MV,1565234435,83.19,0.53,72.93,80,15.05,100
379,Pangody,RU,1565234544,58.64,65.85,74.49,68,14.83,15
380,Sherbakul,RU,1565234544,64.4,54.63,72.39,55,4.47,0
381,Aloleng,PH,1565234544,81.03,16.13,119.78,86,38.56,100
382,Ibra,OM,1565234545,93.21,22.69,58.55,18,2.59,20
383,Saurimo,AO,1565234545,66.93,-9.66,20.4,41,3.65,12
384,Srednekolymsk,RU,1565234430,71.27,67.46,153.71,45,8.57,46
385,Shiraoi,JP,1565234546,74.7,42.56,141.33,88,8.05,75
386,Ribeira Grande,PT,1565234546,69.89,38.52,-28.7,71,18.57,0
387,Shelburne,CA,1565234546,63.88,44.08,-80.2,93,4.88,1
388,Mahanoro,MG,1565234547,55.2,-19.9,48.8,76,3.04,0
389,Segezha,RU,1565234547,46.68,63.74,34.31,77,4.05,36
390,Leningradskiy,RU,1565234547,43.71,69.38,178.42,89,2.91,7
391,San Borja,BO,1565234548,66,-14.86,-66.75,61,2.28,0
392,Casillas,GT,1565234548,69.8,14.42,-90.24,77,16.11,20
393,Mandalgovi,MN,1565234548,56.01,45.76,106.27,87,3.29,100
394,Dwarka,IN,1565234549,86.94,28.58,77.04,84,6.93,75
395,Namatanai,PG,1565234549,80,-3.66,152.44,76,4.05,0
396,Karratha,AU,1565234549,76.6,-20.74,116.85,18,19.8,0
397,Gourcy,BF,1565234549,78.58,13.21,-2.36,77,9.26,64
398,Along,IN,1565234550,65.96,28.17,94.8,87,2.24,100
399,Madimba,CM,1565234550,73.4,4.42,9.93,100,2.24,75
400,Saldanha,PT,1565234551,66.38,41.42,-6.55,70,4.5,95
401,Tubuala,PA,1565234551,77,9.52,-79.03,94,2.24,40
402,Biak,ID,1565234551,70.97,-0.91,122.88,71,6.51,95
403,Samarai,PG,1565234552,79.1,-10.62,150.67,88,5.28,69
404,Anori,BR,1565234552,73.2,-3.74,-61.66,92,0.34,68
405,Kondoa,TZ,1565234552,60.45,-4.91,35.78,84,7.31,34
406,Kirakira,SB,1565234553,82.32,-10.46,161.92,77,4.85,87
407,Rio Grande,BR,1565234553,59,-32.03,-52.1,93,1.99,65
408,Ngunguru,NZ,1565234553,61,-35.62,174.5,65,11.99,31
409,Kasongo-Lunda,CD,1565234554,65.91,-6.48,16.82,92,3.09,74
410,Bonavista,CA,1565234554,55.99,48.65,-53.11,77,3,35
411,Omboue,GA,1565234554,72.75,-1.57,9.26,87,13.76,100
412,Mont-Dore,NC,1565234555,84.2,-22.23,166.53,54,9.17,20
413,Jega,NG,1565234555,77.39,12.22,4.38,78,12.95,12
414,Filadelfia,PY,1565234555,73.23,-22.35,-60.04,36,5.86,0
415,Tura,RU,1565234556,73.02,64.27,100.22,46,3.89,90
416,Dukat,AL,1565234556,70.03,40.25,19.57,52,3.27,3
417,Deputatskiy,RU,1565234556,61.43,69.3,139.9,44,6.31,85
418,Trairi,BR,1565234556,70.98,-3.28,-39.27,89,5.21,73
419,Mokhsogollokh,RU,1565234557,79.07,61.4,128.95,46,6.2,51
420,Inhambane,MZ,1565234557,68,-23.87,35.38,94,4.7,20
421,Gold Coast,AU,1565234459,77.54,-28,153.41,41,17.22,57
422,Bathsheba,BB,1565234558,78.8,13.22,-59.52,88,5.82,20
423,Hovd,NO,1565234558,56.8,63.83,10.7,82,3.36,75
424,Puerto Narino,CO,1565234559,77,-3.77,-70.38,94,2.24,0
425,Wajima,JP,1565234559,89.6,37.4,136.9,59,12.75,40
426,Juegang,CN,1565234559,90.75,32.31,121.18,68,13.06,100
427,Farmington,US,1565234560,75.4,36.73,-108.21,32,9.17,40
428,Codrington,AU,1565234560,76.41,-28.95,153.24,26,17.22,8
429,Murgab,TM,1565234561,80.6,37.5,61.97,26,11.41,0
430,Port Lincoln,AU,1565234561,55.76,-34.72,135.86,82,44.4,100
431,Igunga,TZ,1565234561,60.53,-4.28,33.88,79,4.27,0
432,Benemerito de las Americas,MX,1565234561,72.3,16.52,-90.64,98,2.26,36
433,Morondava,MG,1565234562,71.33,-20.3,44.28,62,10.42,0
434,Avera,US,1565234562,79.97,33.19,-82.53,58,4.7,1
435,Burnie,AU,1565234562,44.01,-41.05,145.91,85,3,100
436,Cutro,IT,1565234563,71.6,39.04,16.98,64,4.7,0
437,Grindavik,IS,1565234563,45.46,63.84,-22.43,81,17.22,0
438,Gizo,IL,1565234564,71.26,31.8,34.94,69,4.7,20
439,Ambulu,ID,1565234564,72.35,-8.35,113.61,88,10.09,53
440,Mansa,IN,1565234564,80.6,23.43,72.66,88,5.82,90
441,Hobyo,SO,1565234565,74.84,5.35,48.53,78,17.22,0
442,Itarema,BR,1565234565,74.78,-2.92,-39.92,82,7.25,28
443,Iquitos,PE,1565234565,73.4,-3.75,-73.25,83,0.54,7
444,Aksu,KZ,1565234566,73.4,52.04,76.93,35,4.47,0
445,Pilar,AR,1565234566,49.77,-34.46,-58.91,58,8.05,0
446,Taoudenni,ML,1565234566,90.82,22.68,-3.98,36,12.95,81
447,Marsa Matruh,EG,1565234567,73.4,31.35,27.25,83,8.86,0
448,Mujiayingzi,CN,1565234567,75.29,42.12,118.78,54,1.07,0
449,Fukumitsu,JP,1565234568,93.7,36.55,136.87,47,2.24,40
450,Santa Cruz,BR,1565234295,67.42,-6.22,-36.02,84,14.38,1
451,Sembakung,ID,1565234334,84.2,3.82,117.25,74,6.93,20
452,Pacifica,US,1565234568,61.07,37.61,-122.49,87,3.36,40
453,Karaman,TR,1565234569,52.98,37.18,33.22,62,5.41,0
454,Husavik,CA,1565234569,60.4,50.56,-96.99,51,8.75,36
455,Muros,ES,1565234424,67.6,42.77,-9.06,100,11.41,90
456,Henties Bay,NA,1565234476,46,-22.12,14.28,92,13.13,6
457,San Patricio,PY,1565234570,71.61,-26.98,-56.83,70,7.31,33
458,Trapani,IT,1565234570,78.55,38.02,12.54,74,3.36,0
459,Neuquen,AR,1565234570,39.2,-38.95,-68.06,55,3.36,0
460,Jawhar,IN,1565234571,78.6,19.91,73.23,90,9.64,100
461,Oum Hadjer,TD,1565234571,78.06,13.3,19.7,70,10.22,100
462,Nicoya,CR,1565234571,72.75,10.15,-85.45,88,2.24,0
463,Havoysund,NO,1565234571,44.6,71,24.66,93,10.29,75
464,Northam,AU,1565234572,57.2,-31.65,116.67,71,4.7,75
465,Cidreira,BR,1565234370,63.95,-30.17,-50.22,79,2.8,10
466,Ellensburg,US,1565234572,85.19,47,-120.55,24,13.87,1
467,Tiksi,RU,1565234572,56.22,71.64,128.87,79,8.81,95
468,San Ramon,NI,1565234308,67.67,12.92,-85.84,93,3.44,98
469,Rondonopolis,BR,1565234573,70.55,-16.46,-54.64,42,4.76,94
470,Biltine,TD,1565234573,78.33,14.53,20.93,73,11.34,5
471,Goma,CD,1565234574,55.14,-1.67,29.23,91,0.49,9
472,Kangaatsiaq,GL,1565234574,44.18,68.31,-53.46,89,8.1,100
473,Namibe,AO,1565234574,63.75,-15.19,12.15,79,8.23,3
474,Norrtalje,SE,1565234574,57.96,59.76,18.7,93,2.82,75
475,Labuhan,ID,1565234575,90.39,-2.54,115.51,46,1.45,70
476,Yarmouth,CA,1565234575,61.79,43.84,-66.12,87,9.17,20
477,Bilma,NE,1565234576,88.86,18.69,12.92,14,7.14,0
478,Zhumadian,CN,1565234380,86.46,33.01,114.02,69,7.38,77
479,Pangnirtung,CA,1565234576,47.21,66.15,-65.72,75,1.14,81
480,Port-Gentil,GA,1565234577,74.66,-0.72,8.78,85,14.94,100
481,Richmond,CA,1565234411,69.85,49.16,-123.14,72,11.41,1
482,San Antonio,CL,1565234577,39.2,-33.58,-71.61,93,2.24,0
483,Zetel,DE,1565234577,61.12,53.42,7.97,77,6.93,0
484,Camapua,BR,1565234415,70.98,-19.53,-54.04,44,8.97,62
485,Balkanabat,TM,1565234578,84.72,39.51,54.36,26,6.26,32
486,Adre,TD,1565234578,71.88,13.47,22.2,84,4.94,97
487,Yenagoa,NG,1565234579,74.49,4.92,6.26,90,5.57,100
488,Pictou,CA,1565234579,61.38,45.68,-62.71,85,7,33
489,Xichang,CN,1565234579,70.28,27.88,102.25,60,2.86,98
490,Port Augusta,AU,1565234580,55.67,-32.49,137.76,67,21.92,90
491,Buta,CD,1565234580,69.65,2.79,24.73,99,2.17,95
492,Tanout,NE,1565234580,84.7,14.97,8.88,51,7.74,99
493,Muzhi,RU,1565234580,51.38,65.4,64.7,86,10.11,61
494,Emborion,GR,1565234581,62.6,40.48,21.55,67,4.7,0
495,Balkhash,KZ,1565234581,82.4,46.84,74.98,26,15.66,0
496,Ciudad Real,ES,1565234582,67.68,38.99,-3.93,60,3.65,0
497,Kununurra,AU,1565234582,86,-15.77,128.74,15,13.87,0
498,Santa Ines,EC,1565234582,45.61,-0.82,-78.63,87,12.75,75
499,Necochea,AR,1565234583,33.01,-38.55,-58.74,95,1.99,0
500,Thunder Bay,CA,1565234561,62.04,48.41,-89.26,77,5.82,40
501,Nalut,LY,1565234583,83.13,31.86,10.98,20,6.4,0
502,Yurla,RU,1565234583,49.33,59.33,54.32,97,9.82,100
503,Alzamay,RU,1565234584,71.87,55.55,98.67,44,11.36,0
504,Iberia,PE,1565234584,68.99,-11.41,-69.49,57,1.81,0
505,Alice Springs,AU,1565234584,60.8,-23.7,133.88,38,8.05,0
506,Meulaboh,ID,1565234585,82.83,4.14,96.13,76,10.63,85
507,Mbandaka,CD,1565234585,72.69,0.05,18.26,93,3.47,100
508,Prieska,ZA,1565234585,38.3,-29.67,22.74,84,7.34,0
509,Skibbereen,IE,1565234586,55.4,51.55,-9.27,87,6.93,75
510,Half Moon Bay,US,1565234586,61.27,37.46,-122.43,87,3.36,40
511,Severo-Yeniseyskiy,RU,1565234503,77.81,60.37,93.04,33,12.19,89
512,Calabozo,VE,1565234587,72.19,8.92,-67.43,96,2.28,99
513,Salalah,OM,1565234587,78.8,17.01,54.1,94,3.36,90
514,Goulburn,AU,1565234587,50.02,-34.75,149.72,71,5.01,100
515,Mapiri,BO,1565234588,44.51,-15.31,-68.22,63,3.62,0
516,Butembo,CD,1565234588,62.58,0.12,29.29,96,1.59,99
517,Griffith,AU,1565234589,53.78,-34.29,146.06,58,18.34,90
518,Sisophon,KH,1565234589,83.17,13.59,102.97,75,14.16,94
519,Encantado,BR,1565234589,63.82,-29.24,-51.88,92,2.53,11
520,Ulladulla,AU,1565234589,55.09,-35.36,150.48,50,27.51,0
521,Puerto Escondido,MX,1565234590,77,15.86,-97.07,88,3.36,75
522,Kiomboi,TZ,1565234590,63.64,-4.28,34.41,72,6.04,0
523,Jalu,LY,1565234590,71.85,29.03,21.55,52,7.18,0
524,Jojoima,SL,1565234590,70.39,7.88,-10.79,98,1.52,100
525,Sao Mateus do Sul,BR,1565234591,55.81,-25.87,-50.38,97,1.34,0
526,Makakilo City,US,1565234591,81.84,21.35,-158.09,74,10.29,90
527,Lompoc,US,1565234591,59.2,34.64,-120.46,87,9.17,90
528,Verkhnevilyuysk,RU,1565234592,73.56,63.45,120.31,41,4.76,89
529,Rosetown,CA,1565234592,59.14,51.55,-107.99,69,4,0
530,Ahome,MX,1565234592,86.94,25.92,-109.18,58,10.29,40
531,Barroquinha,BR,1565234593,73.13,-3.02,-41.13,80,4.27,58
532,Angicos,BR,1565234560,72.15,-5.67,-36.6,76,6.87,0
533,Cockburn Town,TC,1565234593,83.06,21.46,-71.14,83,18.1,100
534,Bandar-e Lengeh,IR,1565234593,91.4,26.56,54.88,84,7.29,40
535,Campos Belos,BR,1565234594,65.08,-13.04,-46.77,33,6.58,0
536,Terrace,CA,1565234594,75.87,54.52,-128.61,39,21.92,20
537,Evensk,RU,1565234594,62.04,61.92,159.24,56,8.86,100
538,Itaituba,BR,1565234595,73.86,-4.26,-55.99,61,1.68,0
539,Klaksvik,FO,1565234595,48.2,62.23,-6.59,76,10.29,100
540,Yeppoon,AU,1565234595,82.4,-23.13,150.74,37,10.29,40
541,College,US,1565234463,62.8,64.86,-147.8,72,8.05,90
542,Finnsnes,NO,1565234596,44.8,69.23,17.98,93,14.99,51
543,Kindu,CD,1565234596,70.17,-2.95,25.92,85,2.64,99
544,Chegdomyn,RU,1565234596,80.22,51.13,133.04,38,3.38,16
545,Ulagan,RU,1565234597,66.43,50.63,87.96,46,1.74,0
546,Lac du Bonnet,CA,1565234597,62.01,50.25,-96.06,61,11.59,78
547,Iralaya,HN,1565234597,76.89,15,-83.23,95,2.68,100
548,Langsa,ID,1565234598,81.01,4.47,97.97,66,3.18,89
549,Nioki,CD,1565234598,75.75,-2.72,17.69,76,3.29,85
550,Liuhe,CN,1565234598,70.26,42.28,125.73,90,2.19,100
551,Champerico,MX,1565234598,80.6,16.38,-93.6,74,5.82,40
552,Isangel,VU,1565234599,80.6,-19.55,169.27,69,9.17,75
553,Kitgum,UG,1565234599,64.38,3.3,32.88,96,3.96,15
554,Khilok,RU,1565234599,54.42,51.36,110.46,96,1.81,99
555,Sao Gabriel da Cachoeira,BR,1565234600,72.96,-0.13,-67.09,94,2.26,85
556,Troitsko-Pechorsk,RU,1565234600,50.25,62.71,56.19,97,9.64,100
557,Marawi,PH,1565234600,89.01,8,124.29,52,11.01,98
558,Vandra,IT,1565234600,71.76,41.66,14.19,94,2.24,0
559,Goya,AR,1565234601,66.57,-29.14,-59.27,77,8.55,100
560,Mwene-Ditu,CD,1565234601,69.89,-7.01,23.45,50,3.04,0
561,Mattawa,CA,1565234601,66.76,46.32,-78.7,68,13.87,20
562,Nisporeni,MD,1565234602,68.83,47.07,28.18,68,8.05,57
563,Saint-Leu,RE,1565234602,61.81,-21.15,55.28,52,6.93,0
564,Haileybury,CA,1565234602,68,47.44,-79.64,60,3.36,75
565,Fort Myers Beach,US,1565234517,78.15,26.45,-81.95,88,3.36,1
566,Sachin,FR,1565234603,57.34,50.49,2.38,93,8.05,70
567,Cayenne,GF,1565234603,77,4.94,-52.33,94,3.6,0
568,Ketchikan,US,1565234604,60.13,55.34,-131.65,82,14.99,1
569,Gradistea,RO,1565234604,66.34,44.23,27.22,58,5.82,0
570,Tshane,BW,1565234604,47.31,-24.02,21.87,20,7.58,0
571,Barra do Garcas,BR,1565234604,67.56,-15.89,-52.26,48,2.08,0
572,Sao Filipe,CV,1565234532,73.83,14.9,-24.5,82,13.18,8
573,Kyabe,TD,1565234605,71.09,9.45,18.94,95,3.98,100
574,Moissala,TD,1565234605,69.96,8.34,17.77,98,3.94,100
575,Kochevo,BG,1565234606,60.8,42.1,24.92,82,3.36,0
576,Nouakchott,MR,1565234606,73.4,18.08,-15.98,88,8.05,0
577,Chornukhy,UA,1565234606,63.73,50.27,32.94,79,8.72,98
578,Mantes-la-Ville,FR,1565234606,58.17,48.97,1.71,93,1.12,0
579,Besancon,FR,1565234607,57,47.25,6.02,100,1.12,98
580,Peleduy,RU,1565234607,81.75,59.63,112.75,25,5.77,0
581,Shakawe,BW,1565234608,61.46,-18.36,21.84,41,2.46,0
582,Bubaque,GW,1565234608,78.02,11.28,-15.83,79,9.08,87
583,Witbank,ZA,1565234591,52.43,-25.87,29.23,56,2.75,0
584,Saravan,AM,1565234608,65.44,39.72,45.65,42,11.41,20
585,Benjamin Constant,BR,1565234609,77,-4.38,-70.03,94,2.24,0
586,Montepuez,MZ,1565234609,59.99,-13.13,39,97,1.88,34
587,Bom Jesus,BR,1565234609,62.7,-9.08,-44.36,76,2.04,0
588,Korablino,RU,1565234609,59.7,53.92,40.02,84,6.58,100
589,Roseburg,US,1565234610,64.29,43.22,-123.34,68,6.93,90
590,Sept-Iles,CA,1565234362,60.93,50.2,-66.38,87,5.82,75
591,Weligama,LK,1565234358,83.06,5.97,80.42,81,20.31,100
592,Rapid Valley,US,1565234611,70.23,44.06,-103.15,83,6.93,40
593,Carahue,CL,1565234611,39.2,-38.71,-73.16,93,3.36,0
